Longitude,Latitude
13.0,-27.5
13.015625,-27.5
13.03125,-27.5
13.046875,-27.5
13.0625,-27.5
13.078125,-27.5
13.09375,-27.5
13.109375,-27.5
13.125,-27.5
13.140625,-27.5
13.15625,-27.5
13.171875,-27.5
13.1875,-27.5
13.203125,-27.5
13.21875,-27.5
13.234375,-27.5
13.25,-27.5
13.265625,-27.5
13.28125,-27.5
13.296875,-27.5
13.3125,-27.5
13.328125,-27.5
13.34375,-27.5
13.359375,-27.5
13.375,-27.5
13.390625,-27.5
13.40625,-27.5
13.421875,-27.5
13.4375,-27.5
13.453125,-27.5
13.46875,-27.5
13.484375,-27.5
13.5,-27.5
13.515625,-27.5
13.53125,-27.5
13.546875,-27.5
13.5625,-27.5
13.578125,-27.5
13.59375,-27.5
13.609375,-27.5
13.625,-27.5
13.640625,-27.5
13.65625,-27.5
13.671875,-27.5
13.6875,-27.5
13.703125,-27.5
13.71875,-27.5
13.734375,-27.5
13.75,-27.5
13.765625,-27.5
13.78125,-27.5
13.796875,-27.5
13.8125,-27.5
13.828125,-27.5
13.84375,-27.5
13.859375,-27.5
13.875,-27.5
13.890625,-27.5
13.90625,-27.5
13.921875,-27.5
13.9375,-27.5
13.953125,-27.5
13.96875,-27.5
13.984375,-27.5
14.0,-27.5
14.015625,-27.5
14.03125,-27.5
14.046875,-27.5
14.0625,-27.5
14.078125,-27.5
14.09375,-27.5
14.109375,-27.5
14.125,-27.5
14.140625,-27.5
14.15625,-27.5
14.171875,-27.5
14.1875,-27.5
14.203125,-27.5
14.21875,-27.5
14.234375,-27.5
14.25,-27.5
14.265625,-27.5
14.28125,-27.5
14.296875,-27.5
14.3125,-27.5
14.328125,-27.5
14.34375,-27.5
14.359375,-27.5
14.375,-27.5
14.390625,-27.5
14.40625,-27.5
14.421875,-27.5
14.4375,-27.5
14.453125,-27.5
14.46875,-27.5
14.484375,-27.5
14.5,-27.5
14.515625,-27.5
14.53125,-27.5
14.546875,-27.5
14.5625,-27.5
14.578125,-27.5
14.59375,-27.5
14.609375,-27.5
14.625,-27.5
14.640625,-27.5
14.65625,-27.5
14.671875,-27.5
14.6875,-27.5
14.703125,-27.5
14.71875,-27.5
14.734375,-27.5
14.75,-27.5
14.765625,-27.5
14.78125,-27.5
14.796875,-27.5
14.8125,-27.5
13.0,-27.484375
13.015625,-27.484375
13.03125,-27.484375
13.046875,-27.484375
13.0625,-27.484375
13.078125,-27.484375
13.09375,-27.484375
13.109375,-27.484375
13.125,-27.484375
13.140625,-27.484375
13.15625,-27.484375
13.171875,-27.484375
13.1875,-27.484375
13.203125,-27.484375
13.21875,-27.484375
13.234375,-27.484375
13.25,-27.484375
13.265625,-27.484375
13.28125,-27.484375
13.296875,-27.484375
13.3125,-27.484375
13.328125,-27.484375
13.34375,-27.484375
13.359375,-27.484375
13.375,-27.484375
13.390625,-27.484375
13.40625,-27.484375
13.421875,-27.484375
13.4375,-27.484375
13.453125,-27.484375
13.46875,-27.484375
13.484375,-27.484375
13.5,-27.484375
13.515625,-27.484375
13.53125,-27.484375
13.546875,-27.484375
13.5625,-27.484375
13.578125,-27.484375
13.59375,-27.484375
13.609375,-27.484375
13.625,-27.484375
13.640625,-27.484375
13.65625,-27.484375
13.671875,-27.484375
13.6875,-27.484375
13.703125,-27.484375
13.71875,-27.484375
13.734375,-27.484375
13.75,-27.484375
13.765625,-27.484375
13.78125,-27.484375
13.796875,-27.484375
13.8125,-27.484375
13.828125,-27.484375
13.84375,-27.484375
13.859375,-27.484375
13.875,-27.484375
13.890625,-27.484375
13.90625,-27.484375
13.921875,-27.484375
13.9375,-27.484375
13.953125,-27.484375
13.96875,-27.484375
13.984375,-27.484375
14.0,-27.484375
14.015625,-27.484375
14.03125,-27.484375
14.046875,-27.484375
14.0625,-27.484375
14.078125,-27.484375
14.09375,-27.484375
14.109375,-27.484375
14.125,-27.484375
14.140625,-27.484375
14.15625,-27.484375
14.171875,-27.484375
14.1875,-27.484375
14.203125,-27.484375
14.21875,-27.484375
14.234375,-27.484375
14.25,-27.484375
14.265625,-27.484375
14.28125,-27.484375
14.296875,-27.484375
14.3125,-27.484375
14.328125,-27.484375
14.34375,-27.484375
14.359375,-27.484375
14.375,-27.484375
14.390625,-27.484375
14.40625,-27.484375
14.421875,-27.484375
14.4375,-27.484375
14.453125,-27.484375
14.46875,-27.484375
14.484375,-27.484375
14.5,-27.484375
14.515625,-27.484375
14.53125,-27.484375
14.546875,-27.484375
14.5625,-27.484375
14.578125,-27.484375
14.59375,-27.484375
14.609375,-27.484375
14.625,-27.484375
14.640625,-27.484375
14.65625,-27.484375
14.671875,-27.484375
14.6875,-27.484375
14.703125,-27.484375
14.71875,-27.484375
14.734375,-27.484375
14.75,-27.484375
14.765625,-27.484375
14.78125,-27.484375
14.796875,-27.484375
14.8125,-27.484375
13.0,-27.46875
13.015625,-27.46875
13.03125,-27.46875
13.046875,-27.46875
13.0625,-27.46875
13.078125,-27.46875
13.09375,-27.46875
13.109375,-27.46875
13.125,-27.46875
13.140625,-27.46875
13.15625,-27.46875
13.171875,-27.46875
13.1875,-27.46875
13.203125,-27.46875
13.21875,-27.46875
13.234375,-27.46875
13.25,-27.46875
13.265625,-27.46875
13.28125,-27.46875
13.296875,-27.46875
13.3125,-27.46875
13.328125,-27.46875
13.34375,-27.46875
13.359375,-27.46875
13.375,-27.46875
13.390625,-27.46875
13.40625,-27.46875
13.421875,-27.46875
13.4375,-27.46875
13.453125,-27.46875
13.46875,-27.46875
13.484375,-27.46875
13.5,-27.46875
13.515625,-27.46875
13.53125,-27.46875
13.546875,-27.46875
13.5625,-27.46875
13.578125,-27.46875
13.59375,-27.46875
13.609375,-27.46875
13.625,-27.46875
13.640625,-27.46875
13.65625,-27.46875
13.671875,-27.46875
13.6875,-27.46875
13.703125,-27.46875
13.71875,-27.46875
13.734375,-27.46875
13.75,-27.46875
13.765625,-27.46875
13.78125,-27.46875
13.796875,-27.46875
13.8125,-27.46875
13.828125,-27.46875
13.84375,-27.46875
13.859375,-27.46875
13.875,-27.46875
13.890625,-27.46875
13.90625,-27.46875
13.921875,-27.46875
13.9375,-27.46875
13.953125,-27.46875
13.96875,-27.46875
13.984375,-27.46875
14.0,-27.46875
14.015625,-27.46875
14.03125,-27.46875
14.046875,-27.46875
14.0625,-27.46875
14.078125,-27.46875
14.09375,-27.46875
14.109375,-27.46875
14.125,-27.46875
14.140625,-27.46875
14.15625,-27.46875
14.171875,-27.46875
14.1875,-27.46875
14.203125,-27.46875
14.21875,-27.46875
14.234375,-27.46875
14.25,-27.46875
14.265625,-27.46875
14.28125,-27.46875
14.296875,-27.46875
14.3125,-27.46875
14.328125,-27.46875
14.34375,-27.46875
14.359375,-27.46875
14.375,-27.46875
14.390625,-27.46875
14.40625,-27.46875
14.421875,-27.46875
14.4375,-27.46875
14.453125,-27.46875
14.46875,-27.46875
14.484375,-27.46875
14.5,-27.46875
14.515625,-27.46875
14.53125,-27.46875
14.546875,-27.46875
14.5625,-27.46875
14.578125,-27.46875
14.59375,-27.46875
14.609375,-27.46875
14.625,-27.46875
14.640625,-27.46875
14.65625,-27.46875
14.671875,-27.46875
14.6875,-27.46875
14.703125,-27.46875
14.71875,-27.46875
14.734375,-27.46875
14.75,-27.46875
14.765625,-27.46875
14.78125,-27.46875
14.796875,-27.46875
14.8125,-27.46875
13.0,-27.453125
13.015625,-27.453125
13.03125,-27.453125
13.046875,-27.453125
13.0625,-27.453125
13.078125,-27.453125
13.09375,-27.453125
13.109375,-27.453125
13.125,-27.453125
13.140625,-27.453125
13.15625,-27.453125
13.171875,-27.453125
13.1875,-27.453125
13.203125,-27.453125
13.21875,-27.453125
13.234375,-27.453125
13.25,-27.453125
13.265625,-27.453125
13.28125,-27.453125
13.296875,-27.453125
13.3125,-27.453125
13.328125,-27.453125
13.34375,-27.453125
13.359375,-27.453125
13.375,-27.453125
13.390625,-27.453125
13.40625,-27.453125
13.421875,-27.453125
13.4375,-27.453125
13.453125,-27.453125
13.46875,-27.453125
13.484375,-27.453125
13.5,-27.453125
13.515625,-27.453125
13.53125,-27.453125
13.546875,-27.453125
13.5625,-27.453125
13.578125,-27.453125
13.59375,-27.453125
13.609375,-27.453125
13.625,-27.453125
13.640625,-27.453125
13.65625,-27.453125
13.671875,-27.453125
13.6875,-27.453125
13.703125,-27.453125
13.71875,-27.453125
13.734375,-27.453125
13.75,-27.453125
13.765625,-27.453125
13.78125,-27.453125
13.796875,-27.453125
13.8125,-27.453125
13.828125,-27.453125
13.84375,-27.453125
13.859375,-27.453125
13.875,-27.453125
13.890625,-27.453125
13.90625,-27.453125
13.921875,-27.453125
13.9375,-27.453125
13.953125,-27.453125
13.96875,-27.453125
13.984375,-27.453125
14.0,-27.453125
14.015625,-27.453125
14.03125,-27.453125
14.046875,-27.453125
14.0625,-27.453125
14.078125,-27.453125
14.09375,-27.453125
14.109375,-27.453125
14.125,-27.453125
14.140625,-27.453125
14.15625,-27.453125
14.171875,-27.453125
14.1875,-27.453125
14.203125,-27.453125
14.21875,-27.453125
14.234375,-27.453125
14.25,-27.453125
14.265625,-27.453125
14.28125,-27.453125
14.296875,-27.453125
14.3125,-27.453125
14.328125,-27.453125
14.34375,-27.453125
14.359375,-27.453125
14.375,-27.453125
14.390625,-27.453125
14.40625,-27.453125
14.421875,-27.453125
14.4375,-27.453125
14.453125,-27.453125
14.46875,-27.453125
14.484375,-27.453125
14.5,-27.453125
14.515625,-27.453125
14.53125,-27.453125
14.546875,-27.453125
14.5625,-27.453125
14.578125,-27.453125
14.59375,-27.453125
14.609375,-27.453125
14.625,-27.453125
14.640625,-27.453125
14.65625,-27.453125
14.671875,-27.453125
14.6875,-27.453125
14.703125,-27.453125
14.71875,-27.453125
14.734375,-27.453125
14.75,-27.453125
14.765625,-27.453125
14.78125,-27.453125
14.796875,-27.453125
14.8125,-27.453125
13.0,-27.4375
13.015625,-27.4375
13.03125,-27.4375
13.046875,-27.4375
13.0625,-27.4375
13.078125,-27.4375
13.09375,-27.4375
13.109375,-27.4375
13.125,-27.4375
13.140625,-27.4375
13.15625,-27.4375
13.171875,-27.4375
13.1875,-27.4375
13.203125,-27.4375
13.21875,-27.4375
13.234375,-27.4375
13.25,-27.4375
13.265625,-27.4375
13.28125,-27.4375
13.296875,-27.4375
13.3125,-27.4375
13.328125,-27.4375
13.34375,-27.4375
13.359375,-27.4375
13.375,-27.4375
13.390625,-27.4375
13.40625,-27.4375
13.421875,-27.4375
13.4375,-27.4375
13.453125,-27.4375
13.46875,-27.4375
13.484375,-27.4375
13.5,-27.4375
13.515625,-27.4375
13.53125,-27.4375
13.546875,-27.4375
13.5625,-27.4375
13.578125,-27.4375
13.59375,-27.4375
13.609375,-27.4375
13.625,-27.4375
13.640625,-27.4375
13.65625,-27.4375
13.671875,-27.4375
13.6875,-27.4375
13.703125,-27.4375
13.71875,-27.4375
13.734375,-27.4375
13.75,-27.4375
13.765625,-27.4375
13.78125,-27.4375
13.796875,-27.4375
13.8125,-27.4375
13.828125,-27.4375
13.84375,-27.4375
13.859375,-27.4375
13.875,-27.4375
13.890625,-27.4375
13.90625,-27.4375
13.921875,-27.4375
13.9375,-27.4375
13.953125,-27.4375
13.96875,-27.4375
13.984375,-27.4375
14.0,-27.4375
14.015625,-27.4375
14.03125,-27.4375
14.046875,-27.4375
14.0625,-27.4375
14.078125,-27.4375
14.09375,-27.4375
14.109375,-27.4375
14.125,-27.4375
14.140625,-27.4375
14.15625,-27.4375
14.171875,-27.4375
14.1875,-27.4375
14.203125,-27.4375
14.21875,-27.4375
14.234375,-27.4375
14.25,-27.4375
14.265625,-27.4375
14.28125,-27.4375
14.296875,-27.4375
14.3125,-27.4375
