Longitude,Latitude
16.96875,-35.0
17.0,-35.0
17.03125,-35.0
17.0625,-35.0
17.09375,-35.0
17.125,-35.0
17.15625,-35.0
17.1875,-35.0
17.21875,-35.0
17.25,-35.0
17.28125,-35.0
17.3125,-35.0
17.34375,-35.0
17.375,-35.0
17.40625,-35.0
17.4375,-35.0
17.46875,-35.0
17.5,-35.0
17.53125,-35.0
17.5625,-35.0
17.59375,-35.0
17.625,-35.0
17.65625,-35.0
17.6875,-35.0
17.71875,-35.0
17.75,-35.0
17.78125,-35.0
17.8125,-35.0
17.84375,-35.0
17.875,-35.0
17.90625,-35.0
17.9375,-35.0
17.96875,-35.0
18.0,-35.0
18.03125,-35.0
18.0625,-35.0
18.09375,-35.0
18.125,-35.0
18.15625,-35.0
18.1875,-35.0
18.21875,-35.0
18.25,-35.0
18.28125,-35.0
18.3125,-35.0
18.34375,-35.0
18.375,-35.0
18.40625,-35.0
18.4375,-35.0
18.46875,-35.0
18.5,-35.0
18.53125,-35.0
18.5625,-35.0
18.59375,-35.0
18.625,-35.0
18.65625,-35.0
18.6875,-35.0
18.71875,-35.0
18.75,-35.0
18.78125,-35.0
18.8125,-35.0
18.84375,-35.0
18.875,-35.0
18.90625,-35.0
18.9375,-35.0
18.96875,-35.0
19.0,-35.0
19.03125,-35.0
19.0625,-35.0
19.09375,-35.0
19.125,-35.0
19.15625,-35.0
19.1875,-35.0
19.21875,-35.0
19.25,-35.0
19.28125,-35.0
19.3125,-35.0
19.34375,-35.0
19.375,-35.0
19.40625,-35.0
19.4375,-35.0
19.46875,-35.0
19.5,-35.0
19.53125,-35.0
19.5625,-35.0
19.59375,-35.0
19.625,-35.0
19.65625,-35.0
19.6875,-35.0
19.71875,-35.0
19.75,-35.0
19.78125,-35.0
19.8125,-35.0
19.84375,-35.0
19.875,-35.0
19.90625,-35.0
19.9375,-35.0
19.96875,-35.0
20.0,-35.0
10.0,-34.96875
10.03125,-34.96875
10.0625,-34.96875
10.09375,-34.96875
10.125,-34.96875
10.15625,-34.96875
10.1875,-34.96875
10.21875,-34.96875
10.25,-34.96875
10.28125,-34.96875
10.3125,-34.96875
10.34375,-34.96875
10.375,-34.96875
10.40625,-34.96875
10.4375,-34.96875
10.46875,-34.96875
10.5,-34.96875
10.53125,-34.96875
10.5625,-34.96875
10.59375,-34.96875
10.625,-34.96875
10.65625,-34.96875
10.6875,-34.96875
10.71875,-34.96875
10.75,-34.96875
10.78125,-34.96875
10.8125,-34.96875
10.84375,-34.96875
10.875,-34.96875
10.90625,-34.96875
10.9375,-34.96875
10.96875,-34.96875
11.0,-34.96875
11.03125,-34.96875
11.0625,-34.96875
11.09375,-34.96875
11.125,-34.96875
11.15625,-34.96875
11.1875,-34.96875
11.21875,-34.96875
11.25,-34.96875
11.28125,-34.96875
11.3125,-34.96875
11.34375,-34.96875
11.375,-34.96875
11.40625,-34.96875
11.4375,-34.96875
11.46875,-34.96875
11.5,-34.96875
11.53125,-34.96875
11.5625,-34.96875
11.59375,-34.96875
11.625,-34.96875
11.65625,-34.96875
11.6875,-34.96875
11.71875,-34.96875
11.75,-34.96875
11.78125,-34.96875
11.8125,-34.96875
11.84375,-34.96875
11.875,-34.96875
11.90625,-34.96875
11.9375,-34.96875
11.96875,-34.96875
12.0,-34.96875
12.03125,-34.96875
12.0625,-34.96875
12.09375,-34.96875
12.125,-34.96875
12.15625,-34.96875
12.1875,-34.96875
12.21875,-34.96875
12.25,-34.96875
12.28125,-34.96875
12.3125,-34.96875
12.34375,-34.96875
12.375,-34.96875
12.40625,-34.96875
12.4375,-34.96875
12.46875,-34.96875
12.5,-34.96875
12.53125,-34.96875
12.5625,-34.96875
12.59375,-34.96875
12.625,-34.96875
12.65625,-34.96875
12.6875,-34.96875
12.71875,-34.96875
12.75,-34.96875
12.78125,-34.96875
12.8125,-34.96875
12.84375,-34.96875
12.875,-34.96875
12.90625,-34.96875
12.9375,-34.96875
12.96875,-34.96875
13.0,-34.96875
13.03125,-34.96875
13.0625,-34.96875
13.09375,-34.96875
13.125,-34.96875
13.15625,-34.96875
13.1875,-34.96875
13.21875,-34.96875
13.25,-34.96875
13.28125,-34.96875
13.3125,-34.96875
13.34375,-34.96875
13.375,-34.96875
13.40625,-34.96875
13.4375,-34.96875
13.46875,-34.96875
13.5,-34.96875
13.53125,-34.96875
13.5625,-34.96875
13.59375,-34.96875
13.625,-34.96875
13.65625,-34.96875
13.6875,-34.96875
13.71875,-34.96875
13.75,-34.96875
13.78125,-34.96875
13.8125,-34.96875
13.84375,-34.96875
13.875,-34.96875
13.90625,-34.96875
13.9375,-34.96875
13.96875,-34.96875
14.0,-34.96875
14.03125,-34.96875
14.0625,-34.96875
14.09375,-34.96875
14.125,-34.96875
14.15625,-34.96875
14.1875,-34.96875
14.21875,-34.96875
14.25,-34.96875
14.28125,-34.96875
14.3125,-34.96875
14.34375,-34.96875
14.375,-34.96875
14.40625,-34.96875
14.4375,-34.96875
14.46875,-34.96875
14.5,-34.96875
14.53125,-34.96875
14.5625,-34.96875
14.59375,-34.96875
14.625,-34.96875
14.65625,-34.96875
14.6875,-34.96875
14.71875,-34.96875
14.75,-34.96875
14.78125,-34.96875
14.8125,-34.96875
14.84375,-34.96875
14.875,-34.96875
14.90625,-34.96875
14.9375,-34.96875
14.96875,-34.96875
15.0,-34.96875
15.03125,-34.96875
15.0625,-34.96875
15.09375,-34.96875
15.125,-34.96875
15.15625,-34.96875
15.1875,-34.96875
15.21875,-34.96875
15.25,-34.96875
15.28125,-34.96875
15.3125,-34.96875
15.34375,-34.96875
15.375,-34.96875
15.40625,-34.96875
15.4375,-34.96875
15.46875,-34.96875
15.5,-34.96875
15.53125,-34.96875
15.5625,-34.96875
15.59375,-34.96875
15.625,-34.96875
15.65625,-34.96875
15.6875,-34.96875
15.71875,-34.96875
15.75,-34.96875
15.78125,-34.96875
15.8125,-34.96875
15.84375,-34.96875
15.875,-34.96875
15.90625,-34.96875
15.9375,-34.96875
15.96875,-34.96875
16.0,-34.96875
16.03125,-34.96875
16.0625,-34.96875
16.09375,-34.96875
16.125,-34.96875
16.15625,-34.96875
16.1875,-34.96875
16.21875,-34.96875
16.25,-34.96875
16.28125,-34.96875
16.3125,-34.96875
16.34375,-34.96875
16.375,-34.96875
16.40625,-34.96875
16.4375,-34.96875
16.46875,-34.96875
16.5,-34.96875
16.53125,-34.96875
16.5625,-34.96875
16.59375,-34.96875
16.625,-34.96875
16.65625,-34.96875
16.6875,-34.96875
16.71875,-34.96875
16.75,-34.96875
16.78125,-34.96875
16.8125,-34.96875
16.84375,-34.96875
16.875,-34.96875
16.90625,-34.96875
16.9375,-34.96875
16.96875,-34.96875
17.0,-34.96875
17.03125,-34.96875
17.0625,-34.96875
17.09375,-34.96875
17.125,-34.96875
17.15625,-34.96875
17.1875,-34.96875
17.21875,-34.96875
17.25,-34.96875
17.28125,-34.96875
17.3125,-34.96875
17.34375,-34.96875
17.375,-34.96875
17.40625,-34.96875
17.4375,-34.96875
17.46875,-34.96875
17.5,-34.96875
17.53125,-34.96875
17.5625,-34.96875
17.59375,-34.96875
17.625,-34.96875
17.65625,-34.96875
17.6875,-34.96875
17.71875,-34.96875
17.75,-34.96875
17.78125,-34.96875
17.8125,-34.96875
17.84375,-34.96875
17.875,-34.96875
17.90625,-34.96875
17.9375,-34.96875
17.96875,-34.96875
18.0,-34.96875
18.03125,-34.96875
18.0625,-34.96875
18.09375,-34.96875
18.125,-34.96875
18.15625,-34.96875
18.1875,-34.96875
18.21875,-34.96875
18.25,-34.96875
18.28125,-34.96875
18.3125,-34.96875
18.34375,-34.96875
18.375,-34.96875
18.40625,-34.96875
18.4375,-34.96875
18.46875,-34.96875
18.5,-34.96875
18.53125,-34.96875
18.5625,-34.96875
18.59375,-34.96875
18.625,-34.96875
18.65625,-34.96875
18.6875,-34.96875
18.71875,-34.96875
18.75,-34.96875
18.78125,-34.96875
18.8125,-34.96875
18.84375,-34.96875
18.875,-34.96875
18.90625,-34.96875
18.9375,-34.96875
18.96875,-34.96875
19.0,-34.96875
19.03125,-34.96875
19.0625,-34.96875
19.09375,-34.96875
19.125,-34.96875
19.15625,-34.96875
19.1875,-34.96875
19.21875,-34.96875
19.25,-34.96875
19.28125,-34.96875
19.3125,-34.96875
19.34375,-34.96875
19.375,-34.96875
19.40625,-34.96875
19.4375,-34.96875
19.46875,-34.96875
19.5,-34.96875
19.53125,-34.96875
19.5625,-34.96875
19.59375,-34.96875
19.625,-34.96875
19.65625,-34.96875
19.6875,-34.96875
19.71875,-34.96875
19.75,-34.96875
19.78125,-34.96875
19.8125,-34.96875
19.84375,-34.96875
19.875,-34.96875
19.90625,-34.96875
19.9375,-34.96875
19.96875,-34.96875
20.0,-34.96875
10.0,-34.9375
10.03125,-34.9375
10.0625,-34.9375
10.09375,-34.9375
10.125,-34.9375
10.15625,-34.9375
10.1875,-34.9375
10.21875,-34.9375
10.25,-34.9375
10.28125,-34.9375
10.3125,-34.9375
10.34375,-34.9375
10.375,-34.9375
10.40625,-34.9375
10.4375,-34.9375
10.46875,-34.9375
10.5,-34.9375
10.53125,-34.9375
10.5625,-34.9375
10.59375,-34.9375
10.625,-34.9375
10.65625,-34.9375
10.6875,-34.9375
10.71875,-34.9375
10.75,-34.9375
10.78125,-34.9375
10.8125,-34.9375
10.84375,-34.9375
10.875,-34.9375
10.90625,-34.9375
10.9375,-34.9375
10.96875,-34.9375
11.0,-34.9375
11.03125,-34.9375
11.0625,-34.9375
11.09375,-34.9375
11.125,-34.9375
11.15625,-34.9375
11.1875,-34.9375
11.21875,-34.9375
11.25,-34.9375
11.28125,-34.9375
11.3125,-34.9375
11.34375,-34.9375
11.375,-34.9375
11.40625,-34.9375
11.4375,-34.9375
11.46875,-34.9375
11.5,-34.9375
11.53125,-34.9375
11.5625,-34.9375
11.59375,-34.9375
11.625,-34.9375
11.65625,-34.9375
11.6875,-34.9375
11.71875,-34.9375
11.75,-34.9375
11.78125,-34.9375
11.8125,-34.9375
11.84375,-34.9375
11.875,-34.9375
11.90625,-34.9375
11.9375,-34.9375
11.96875,-34.9375
12.0,-34.9375
12.03125,-34.9375
12.0625,-34.9375
12.09375,-34.9375
12.125,-34.9375
12.15625,-34.9375
12.1875,-34.9375
12.21875,-34.9375
12.25,-34.9375
12.28125,-34.9375
12.3125,-34.9375
12.34375,-34.9375
12.375,-34.9375
12.40625,-34.9375
12.4375,-34.9375
12.46875,-34.9375
12.5,-34.9375
12.53125,-34.9375
12.5625,-34.9375
12.59375,-34.9375
12.625,-34.9375
12.65625,-34.9375
12.6875,-34.9375
12.71875,-34.9375
12.75,-34.9375
12.78125,-34.9375
12.8125,-34.9375
12.84375,-34.9375
12.875,-34.9375
12.90625,-34.9375
12.9375,-34.9375
12.96875,-34.9375
13.0,-34.9375
13.03125,-34.9375
13.0625,-34.9375
13.09375,-34.9375
13.125,-34.9375
13.15625,-34.9375
13.1875,-34.9375
13.21875,-34.9375
13.25,-34.9375
13.28125,-34.9375
13.3125,-34.9375
13.34375,-34.9375
13.375,-34.9375
13.40625,-34.9375
13.4375,-34.9375
13.46875,-34.9375
13.5,-34.9375
13.53125,-34.9375
13.5625,-34.9375
13.59375,-34.9375
13.625,-34.9375
13.65625,-34.9375
13.6875,-34.9375
13.71875,-34.9375
13.75,-34.9375
13.78125,-34.9375
13.8125,-34.9375
13.84375,-34.9375
13.875,-34.9375
13.90625,-34.9375
13.9375,-34.9375
13.96875,-34.9375
14.0,-34.9375
14.03125,-34.9375
14.0625,-34.9375
14.09375,-34.9375
14.125,-34.9375
14.15625,-34.9375
14.1875,-34.9375
14.21875,-34.9375
14.25,-34.9375
14.28125,-34.9375
14.3125,-34.9375
14.34375,-34.9375
14.375,-34.9375
14.40625,-34.9375
14.4375,-34.9375
14.46875,-34.9375
14.5,-34.9375
14.53125,-34.9375
14.5625,-34.9375
14.59375,-34.9375
14.625,-34.9375
14.65625,-34.9375
14.6875,-34.9375
14.71875,-34.9375
14.75,-34.9375
14.78125,-34.9375
14.8125,-34.9375
14.84375,-34.9375
14.875,-34.9375
14.90625,-34.9375
14.9375,-34.9375
14.96875,-34.9375
15.0,-34.9375
15.03125,-34.9375
15.0625,-34.9375
15.09375,-34.9375
15.125,-34.9375
15.15625,-34.9375
15.1875,-34.9375
15.21875,-34.9375
15.25,-34.9375
15.28125,-34.9375
15.3125,-34.9375
15.34375,-34.9375
15.375,-34.9375
15.40625,-34.9375
15.4375,-34.9375
15.46875,-34.9375
15.5,-34.9375
15.53125,-34.9375
15.5625,-34.9375
15.59375,-34.9375
15.625,-34.9375
15.65625,-34.9375
15.6875,-34.9375
15.71875,-34.9375
15.75,-34.9375
15.78125,-34.9375
15.8125,-34.9375
15.84375,-34.9375
15.875,-34.9375
15.90625,-34.9375
15.9375,-34.9375
15.96875,-34.9375
16.0,-34.9375
16.03125,-34.9375
16.0625,-34.9375
16.09375,-34.9375
16.125,-34.9375
16.15625,-34.9375
16.1875,-34.9375
16.21875,-34.9375
16.25,-34.9375
16.28125,-34.9375
16.3125,-34.9375
16.34375,-34.9375
16.375,-34.9375
16.40625,-34.9375
16.4375,-34.9375
16.46875,-34.9375
16.5,-34.9375
16.53125,-34.9375
16.5625,-34.9375
16.59375,-34.9375
16.625,-34.9375
16.65625,-34.9375
16.6875,-34.9375
16.71875,-34.9375
16.75,-34.9375
16.78125,-34.9375
16.8125,-34.9375
16.84375,-34.9375
16.875,-34.9375
16.90625,-34.9375
16.9375,-34.9375
16.96875,-34.9375
17.0,-34.9375
17.03125,-34.9375
17.0625,-34.9375
17.09375,-34.9375
17.125,-34.9375
17.15625,-34.9375
17.1875,-34.9375
17.21875,-34.9375
17.25,-34.9375
17.28125,-34.9375
17.3125,-34.9375
17.34375,-34.9375
17.375,-34.9375
17.40625,-34.9375
17.4375,-34.9375
17.46875,-34.9375
17.5,-34.9375
17.53125,-34.9375
17.5625,-34.9375
17.59375,-34.9375
17.625,-34.9375
17.65625,-34.9375
17.6875,-34.9375
17.71875,-34.9375
17.75,-34.9375
17.78125,-34.9375
17.8125,-34.9375
17.84375,-34.9375
17.875,-34.9375
17.90625,-34.9375
17.9375,-34.9375
17.96875,-34.9375
18.0,-34.9375
18.03125,-34.9375
18.0625,-34.9375
18.09375,-34.9375
18.125,-34.9375
18.15625,-34.9375
18.1875,-34.9375
18.21875,-34.9375
18.25,-34.9375
18.28125,-34.9375
18.3125,-34.9375
18.34375,-34.9375
18.375,-34.9375
18.40625,-34.9375
18.4375,-34.9375
18.46875,-34.9375
18.5,-34.9375
18.53125,-34.9375
18.5625,-34.9375
18.59375,-34.9375
18.625,-34.9375
18.65625,-34.9375
18.6875,-34.9375
18.71875,-34.9375
18.75,-34.9375
18.78125,-34.9375
18.8125,-34.9375
18.84375,-34.9375
18.875,-34.9375
18.90625,-34.9375
18.9375,-34.9375
18.96875,-34.9375
19.0,-34.9375
19.03125,-34.9375
19.0625,-34.9375
19.09375,-34.9375
19.125,-34.9375
19.15625,-34.9375
19.1875,-34.9375
19.21875,-34.9375
19.25,-34.9375
19.28125,-34.9375
19.3125,-34.9375
19.34375,-34.9375
19.375,-34.9375
19.40625,-34.9375
19.4375,-34.9375
19.46875,-34.9375
19.5,-34.9375
19.53125,-34.9375
19.5625,-34.9375
19.59375,-34.9375
19.625,-34.9375
19.65625,-34.9375
19.6875,-34.9375
19.71875,-34.9375
19.75,-34.9375
19.78125,-34.9375
19.8125,-34.9375
19.84375,-34.9375
19.875,-34.9375
19.90625,-34.9375
19.9375,-34.9375
19.96875,-34.9375
20.0,-34.9375
10.0,-34.90625
10.03125,-34.90625
10.0625,-34.90625
10.09375,-34.90625
10.125,-34.90625
10.15625,-34.90625
10.1875,-34.90625
10.21875,-34.90625
10.25,-34.90625
10.28125,-34.90625
10.3125,-34.90625
10.34375,-34.90625
10.375,-34.90625
10.40625,-34.90625
10.4375,-34.90625
10.46875,-34.90625
10.5,-34.90625
10.53125,-34.90625
10.5625,-34.90625
10.59375,-34.90625
10.625,-34.90625
10.65625,-34.90625
10.6875,-34.90625
10.71875,-34.90625
10.75,-34.90625
10.78125,-34.90625
10.8125,-34.90625
10.84375,-34.90625
10.875,-34.90625
10.90625,-34.90625
10.9375,-34.90625
10.96875,-34.90625
11.0,-34.90625
11.03125,-34.90625
11.0625,-34.90625
11.09375,-34.90625
11.125,-34.90625
11.15625,-34.90625
11.1875,-34.90625
11.21875,-34.90625
11.25,-34.90625
11.28125,-34.90625
11.3125,-34.90625
11.34375,-34.90625
11.375,-34.90625
11.40625,-34.90625
11.4375,-34.90625
11.46875,-34.90625
11.5,-34.90625
11.53125,-34.90625
11.5625,-34.90625
11.59375,-34.90625
11.625,-34.90625
11.65625,-34.90625
11.6875,-34.90625
11.71875,-34.90625
11.75,-34.90625
11.78125,-34.90625
11.8125,-34.90625
11.84375,-34.90625
11.875,-34.90625
11.90625,-34.90625
11.9375,-34.90625
11.96875,-34.90625
12.0,-34.90625
12.03125,-34.90625
12.0625,-34.90625
12.09375,-34.90625
12.125,-34.90625
12.15625,-34.90625
12.1875,-34.90625
12.21875,-34.90625
12.25,-34.90625
12.28125,-34.90625
12.3125,-34.90625
12.34375,-34.90625
12.375,-34.90625
12.40625,-34.90625
12.4375,-34.90625
12.46875,-34.90625
12.5,-34.90625
12.53125,-34.90625
12.5625,-34.90625
12.59375,-34.90625
12.625,-34.90625
12.65625,-34.90625
12.6875,-34.90625
12.71875,-34.90625
12.75,-34.90625
12.78125,-34.90625
12.8125,-34.90625
12.84375,-34.90625
12.875,-34.90625
12.90625,-34.90625
12.9375,-34.90625
12.96875,-34.90625
13.0,-34.90625
13.03125,-34.90625
13.0625,-34.90625
13.09375,-34.90625
13.125,-34.90625
13.15625,-34.90625
13.1875,-34.90625
13.21875,-34.90625
13.25,-34.90625
13.28125,-34.90625
13.3125,-34.90625
13.34375,-34.90625
13.375,-34.90625
13.40625,-34.90625
13.4375,-34.90625
13.46875,-34.90625
13.5,-34.90625
13.53125,-34.90625
13.5625,-34.90625
13.59375,-34.90625
13.625,-34.90625
13.65625,-34.90625
13.6875,-34.90625
13.71875,-34.90625
13.75,-34.90625
13.78125,-34.90625
13.8125,-34.90625
13.84375,-34.90625
13.875,-34.90625
13.90625,-34.90625
13.9375,-34.90625
13.96875,-34.90625
14.0,-34.90625
14.03125,-34.90625
14.0625,-34.90625
14.09375,-34.90625
14.125,-34.90625
14.15625,-34.90625
14.1875,-34.90625
14.21875,-34.90625
14.25,-34.90625
14.28125,-34.90625
14.3125,-34.90625
14.34375,-34.90625
14.375,-34.90625
14.40625,-34.90625
14.4375,-34.90625
14.46875,-34.90625
14.5,-34.90625
14.53125,-34.90625
14.5625,-34.90625
14.59375,-34.90625
14.625,-34.90625
14.65625,-34.90625
14.6875,-34.90625
14.71875,-34.90625
14.75,-34.90625
14.78125,-34.90625
14.8125,-34.90625
14.84375,-34.90625
14.875,-34.90625
14.90625,-34.90625
14.9375,-34.90625
14.96875,-34.90625
15.0,-34.90625
15.03125,-34.90625
15.0625,-34.90625
15.09375,-34.90625
15.125,-34.90625
15.15625,-34.90625
15.1875,-34.90625
15.21875,-34.90625
15.25,-34.90625
15.28125,-34.90625
15.3125,-34.90625
15.34375,-34.90625
15.375,-34.90625
15.40625,-34.90625
15.4375,-34.90625
15.46875,-34.90625
15.5,-34.90625
15.53125,-34.90625
15.5625,-34.90625
15.59375,-34.90625
15.625,-34.90625
15.65625,-34.90625
15.6875,-34.90625
15.71875,-34.90625
15.75,-34.90625
15.78125,-34.90625
15.8125,-34.90625
15.84375,-34.90625
15.875,-34.90625
15.90625,-34.90625
15.9375,-34.90625
15.96875,-34.90625
16.0,-34.90625
16.03125,-34.90625
16.0625,-34.90625
16.09375,-34.90625
16.125,-34.90625
16.15625,-34.90625
16.1875,-34.90625
16.21875,-34.90625
16.25,-34.90625
16.28125,-34.90625
16.3125,-34.90625
16.34375,-34.90625
16.375,-34.90625
16.40625,-34.90625
16.4375,-34.90625
16.46875,-34.90625
16.5,-34.90625
16.53125,-34.90625
16.5625,-34.90625
16.59375,-34.90625
16.625,-34.90625
16.65625,-34.90625
16.6875,-34.90625
16.71875,-34.90625
16.75,-34.90625
16.78125,-34.90625
16.8125,-34.90625
16.84375,-34.90625
16.875,-34.90625
16.90625,-34.90625
16.9375,-34.90625
16.96875,-34.90625
17.0,-34.90625
17.03125,-34.90625
17.0625,-34.90625
17.09375,-34.90625
17.125,-34.90625
17.15625,-34.90625
17.1875,-34.90625
17.21875,-34.90625
17.25,-34.90625
17.28125,-34.90625
17.3125,-34.90625
17.34375,-34.90625
17.375,-34.90625
17.40625,-34.90625
17.4375,-34.90625
17.46875,-34.90625
17.5,-34.90625
17.53125,-34.90625
17.5625,-34.90625
17.59375,-34.90625
17.625,-34.90625
17.65625,-34.90625
17.6875,-34.90625
17.71875,-34.90625
17.75,-34.90625
17.78125,-34.90625
17.8125,-34.90625
17.84375,-34.90625
17.875,-34.90625
17.90625,-34.90625
17.9375,-34.90625
17.96875,-34.90625
18.0,-34.90625
18.03125,-34.90625
18.0625,-34.90625
18.09375,-34.90625
18.125,-34.90625
18.15625,-34.90625
18.1875,-34.90625
18.21875,-34.90625
18.25,-34.90625
18.28125,-34.90625
18.3125,-34.90625
18.34375,-34.90625
18.375,-34.90625
18.40625,-34.90625
18.4375,-34.90625
18.46875,-34.90625
18.5,-34.90625
18.53125,-34.90625
18.5625,-34.90625
18.59375,-34.90625
18.625,-34.90625
18.65625,-34.90625
18.6875,-34.90625
18.71875,-34.90625
18.75,-34.90625
18.78125,-34.90625
18.8125,-34.90625
18.84375,-34.90625
18.875,-34.90625
18.90625,-34.90625
18.9375,-34.90625
18.96875,-34.90625
19.0,-34.90625
19.03125,-34.90625
19.0625,-34.90625
19.09375,-34.90625
19.125,-34.90625
19.15625,-34.90625
19.1875,-34.90625
19.21875,-34.90625
19.25,-34.90625
19.28125,-34.90625
19.3125,-34.90625
19.34375,-34.90625
19.375,-34.90625
19.40625,-34.90625
19.4375,-34.90625
19.46875,-34.90625
19.5,-34.90625
19.53125,-34.90625
19.5625,-34.90625
19.59375,-34.90625
19.625,-34.90625
19.65625,-34.90625
19.6875,-34.90625
19.71875,-34.90625
19.75,-34.90625
19.78125,-34.90625
19.8125,-34.90625
19.84375,-34.90625
19.875,-34.90625
19.90625,-34.90625
19.9375,-34.90625
19.96875,-34.90625
20.0,-34.90625
10.0,-34.875
10.03125,-34.875
10.0625,-34.875
10.09375,-34.875
10.125,-34.875
10.15625,-34.875
10.1875,-34.875
10.21875,-34.875
10.25,-34.875
10.28125,-34.875
10.3125,-34.875
10.34375,-34.875
10.375,-34.875
10.40625,-34.875
10.4375,-34.875
10.46875,-34.875
10.5,-34.875
10.53125,-34.875
10.5625,-34.875
10.59375,-34.875
10.625,-34.875
10.65625,-34.875
10.6875,-34.875
10.71875,-34.875
10.75,-34.875
10.78125,-34.875
10.8125,-34.875
10.84375,-34.875
10.875,-34.875
10.90625,-34.875
10.9375,-34.875
10.96875,-34.875
11.0,-34.875
11.03125,-34.875
11.0625,-34.875
11.09375,-34.875
11.125,-34.875
11.15625,-34.875
11.1875,-34.875
11.21875,-34.875
11.25,-34.875
11.28125,-34.875
11.3125,-34.875
11.34375,-34.875
11.375,-34.875
11.40625,-34.875
11.4375,-34.875
11.46875,-34.875
11.5,-34.875
11.53125,-34.875
11.5625,-34.875
