,Latitude,Longitude
0,38.90136365658191,-56.23730015438037
1,39.16971053112982,-55.66798043436818
2,39.0059317237339,-56.105610162248226
3,38.77666253264739,-56.84242068060814
4,39.58758146677374,-56.27861868638466
5,39.06522799850455,-55.80132430614344
6,39.23611270928093,-56.49543792337859
7,39.31973699962542,-55.70692045541674
8,39.12697073596516,-56.629987835573
9,39.017774545878986,-56.76399869067376
10,38.751877573744785,-56.19773883567777
11,39.36491692697046,-55.879666935208235
12,38.81090739998004,-55.894952942545494
13,39.20005256187418,-56.316860163682634
14,39.30489069110608,-56.18486591856699
15,38.990436113198015,-56.5790418069705
16,38.90852700924258,-56.89747226424752
17,38.660963206094756,-55.85598614088962
18,39.15545972959626,-56.14516493951792
19,39.55920905930054,-56.09195915046158
20,38.54308495501937,-56.45902784464906
21,39.050756038667934,-56.277007008313745
22,39.15015666414499,-56.819091251285506
23,39.36898562514195,-56.549943475017265
24,39.110518431010284,-55.973318688197025
25,38.60229995475797,-56.15832229105249
26,39.282808485450815,-56.874515256076855
27,39.21512109269944,-55.840423022198124
28,38.76515871821454,-55.723559397584786
29,39.345197581629755,-56.36034718799281
30,39.09523348231471,-56.44825120883886
31,39.409745185700885,-56.05226572083329
32,39.25959883152425,-56.68478859572182
33,38.49803022748991,-56.2891140544856
34,39.260180924629964,-56.012719158794674
35,38.88566309173435,-56.70923471093967
36,38.796816891774384,-56.36839137545554
37,39.47831414238306,-56.414554098764036
38,39.39249675525472,-56.73991996080169
39,38.736776605812274,-56.66893826138503
40,38.856308833521815,-56.06620081813999
41,38.692294068016736,-56.49888653681635
42,38.94607252514032,-56.408248096852006
43,38.706593225551075,-56.02693614366662
44,38.647468738383004,-56.32868028090961
45,38.841411838781525,-56.538890937181854
46,38.915239814689166,-55.76237001893274
47,39.4542224550099,-56.22471387314416
48,38.96075986662967,-55.93406353806281
49,35.41089312452813,-69.4915591025464
50,36.0126064075384,-69.74161463251582
51,35.64865842912483,-69.29118914237034
52,35.646882855160605,-69.10403187509671
53,35.29314786635176,-69.77703441608135
54,36.00999855415217,-69.36417141372274
55,36.1338113175343,-69.83025466760448
56,35.653193757239606,-70.22820656979046
57,35.407782056756396,-69.1189899794457
58,35.893248329885935,-70.03018093373237
59,35.77185857258162,-69.75353819671929
60,35.53276802042023,-69.95232898204496
61,35.41368319413826,-70.23765375754664
62,36.01346728774106,-69.93045678341755
63,35.76939349464879,-69.37795835839565
64,35.17257178728184,-69.50455608017215
65,35.77265360712083,-69.94144707344618
66,35.77336685497138,-70.31748276179901
67,35.652249674081176,-69.85316919716854
68,35.29219764776544,-69.5910406889151
69,35.767724240215266,-69.19029535853426
70,36.13276849051836,-69.64098165914665
71,35.53320949882081,-70.13938677046046
72,35.89256743036787,-69.8417688369991
73,35.526240599763135,-69.01821396632823
74,35.173629594563046,-69.69005692963196
75,35.89159270373604,-69.6534332206443
76,35.77077174047493,-69.5657072963268
77,35.532038046337675,-69.76534421501175
78,35.29381355980496,-69.9631041037893
79,35.41286116096847,-69.86445742630772
80,35.89032452725504,-69.46517810542986
81,35.531019931211674,-69.57843640713217
82,35.888763299701836,-69.27700750172903
83,35.65134223934015,-69.6657617498581
84,35.294194381195695,-70.14924587151317
85,35.409480270887904,-69.30523144766026
86,35.6528669626933,-70.04065212767362
87,35.89363504662889,-70.21866548019996
88,35.29096327153971,-69.40512679324527
89,35.412020215179105,-69.677969060198
90,35.773156481600374,-70.1294299303609
91,35.65014502760597,-69.47843374766757
92,35.41341560073968,-70.0510202966467
93,35.52812080107579,-69.2048673704715
94,35.88690944127056,-69.08892540902315
95,35.52971405063708,-69.39160948638536
96,36.00825238714864,-69.17557842591819
97,36.011450032256846,-69.5528514941423
98,30.730610170545386,-74.66656481201959
99,31.05868637541191,-74.76937351767084
100,30.529219777824125,-74.14649073008462
101,30.292186634667914,-74.64416312953813
102,30.298480905548622,-74.47532679421384
103,30.470784504713947,-75.13871975643066
104,30.856306809283552,-74.24536323228467
105,31.077516671861527,-74.25484103240511
106,30.398194096380806,-74.73432397069868
107,30.386563246952402,-74.89714614626084
108,30.610724682690346,-74.91583583886427
109,30.641846490922333,-74.06595848724996
110,30.497613535583117,-74.99442226149127
111,31.06519013879568,-74.59788358181865
112,31.16626958203617,-74.86123703287144
113,30.937843952305734,-75.02007508259685
114,31.071466957583187,-74.42637173003915
115,30.71724546036625,-75.00719119562318
116,30.95764912935242,-74.50680153150735
117,30.850280399140257,-74.41612344560161
118,30.410809678138623,-74.39590077068148
119,30.710229911242255,-75.17746262582789
120,30.94467093351661,-74.84900917219719
121,30.60383749990312,-75.08574192241335
122,30.724038944576467,-74.83689092353974
123,30.52333790300172,-74.31611596679757
124,30.930791972052077,-75.19111166141481
125,30.951272719604784,-74.6779169732268
126,30.837555302699574,-74.75758535868079
127,30.630061255489085,-74.40596686742592
128,30.743085147360105,-74.32584709380968
129,30.816789556656676,-75.26958654618964
130,31.05195584238755,-74.94083846987802
131,30.830856946866824,-74.92828100279736
132,30.35972197594755,-75.0410708376868
133,30.63606455357274,-74.23597025757884
134,30.823934964170157,-75.09894907234327
135,30.73695895952281,-74.49621586624274
136,30.40461097450331,-74.5651227521954
137,30.963799996428428,-74.33566589534637
138,30.969725169410324,-74.16451311521237
139,30.617391156978528,-74.74590264554739
140,30.51723618653491,-74.48572470690026
141,30.84402984432725,-74.58686516405666
